"codigo_municipal", "municipio", "codigo_departamental", "departamento", "ejercicio", "funcion", "asignado", "modificado", "vigente", "devengado", "pagado"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Reducción de la Contaminación","0","10000","10000","8925","8925"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Investigación y desarrollo relacionados con la Protección Ambiental","0","68500","68500","68500","68500"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Protección Ambiental n.c.d","32000","-32000","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Desarrollo Comunitario","35750","-35750","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Abastecimiento de Agua","65000","-65000","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Alumbrado Público","0","125525","125525","124762","124762"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Urbanización y Servicios Comunitarios n.c.d","0","87313","87313","87313","87313"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Servicios Hospitalarios","0","37945","37945","14798","14798"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Investigación y Desarrollo Relacionados con la Salud","0","10377","10377","10179","10179"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Servicios Deportivos y de Recreación","0","0","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Servicios Culturales","0","0","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","80000","-80000","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Educación Preprimaria y Primaria","140000","-140000","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Educación Media","0","34400","34400","28895","28895"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Educación Universitaria o Superior","0","2400","2400","2400","2400"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Educación n.c.d","15000","-1250","13750","13750","13750"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Familia e Hijos","100000","-100000","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Intereses y Comisiones de la Deuda Pública","20000","0","20000","17620","17620"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2016","Amortizaciones de la Deuda Pública","0","8800","8800","6185","6185"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2017","NA","5000","-5000","0","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2017","Servicios Públicos Generales n.c.d","50000","-26975","23025","13250","13250"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2017","Investigación y Desarrollo Relacionados con Urbanización y Servicios Comunitarios","3000","0","3000","2450","2450"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2017","Servicios para Pacientes Externos","800000","-100000","700000","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2017","Protección Social n.c.d","3850","1912","5762","2232","2232"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2018","Defensa Civil","127200","34383","161583","161500","161500"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2018","Gestión para la Reducción de Riesgos a Desastres","100","0","100","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2018","Otras Actividades Económicas y Financieras","0","1500000","1500000","0","0"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2018","Protección de la Diversidad Biológica y del Paisaje","25000","84505","109505","108612","108612"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2018","Servicios de Salud Pública","85000","0","85000","78000","78000"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2018","Educación no Atribuible a Ningún Nivel Escolarizado","55000","0","55000","54000","54000"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2019","Investigación y Desarrollo Relacionados con el Orden Público y Seguridad Ciudadana","160000","78350","238350","230241","230241"
"603","SANTA ROSA DE LIMA","6","SANTA ROSA","2019","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","119000","119000","112319","112319"
"604","CASILLAS","6","SANTA ROSA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","314000","-60000","254000","113000","113000"
"604","CASILLAS","6","SANTA ROSA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","100000","0","100000","79564","79564"
"604","CASILLAS","6","SANTA ROSA","2016","Servicios Públicos Generales n.c.d","0","17075","17075","17075","17075"
"604","CASILLAS","6","SANTA ROSA","2016","Orden Público y Seguridad Ciudadana  n.c.d","0","2920","2920","2920","2920"
"604","CASILLAS","6","SANTA ROSA","2016","Transporte","1566000","-794603","771397","0","0"
"604","CASILLAS","6","SANTA ROSA","2016","Reducción de la Contaminación","0","45000","45000","44354","44354"
"604","CASILLAS","6","SANTA ROSA","2016","Desarrollo Comunitario","0","77097","77097","77000","77000"
"604","CASILLAS","6","SANTA ROSA","2016","Abastecimiento de Agua","0","78200","78200","78000","78000"
"604","CASILLAS","6","SANTA ROSA","2016","Alumbrado Público","0","153750","153750","153512","153512"
"604","CASILLAS","6","SANTA ROSA","2016","Servicios de Salud Pública","0","142012","142012","142011","142011"
"604","CASILLAS","6","SANTA ROSA","2016","Servicios Deportivos y de Recreación","860000","-31400","828600","0","0"
"604","CASILLAS","6","SANTA ROSA","2016","Servicios Culturales","611500","-611500","0","0","0"
"604","CASILLAS","6","SANTA ROSA","2016","Educación Preprimaria y Primaria","10000","-2000","8000","8000","8000"
"604","CASILLAS","6","SANTA ROSA","2016","Educación Media","0","0","0","0","0"
"604","CASILLAS","6","SANTA ROSA","2016","Intereses y Comisiones de la Deuda Pública","0","502795","502795","502795","502795"
"604","CASILLAS","6","SANTA ROSA","2016","Amortizaciones de la Deuda Pública","0","1650000","1650000","1650000","1650000"
"604","CASILLAS","6","SANTA ROSA","2017","Servicios Generales","45000","0","45000","36000","36000"
"604","CASILLAS","6","SANTA ROSA","2017","Ordenación de Aguas Residuales","1000","0","1000","0","0"
"604","CASILLAS","6","SANTA ROSA","2017","Protección Ambiental n.c.d","219750","0","219750","162713","162713"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","0","32500","32500","32250","32250"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","0","92000","92000","88000","88000"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Servicios Públicos Generales n.c.d","0","38500","38500","18317","18317"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Combustibles y Energía","81600","0","81600","39100","39100"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Transporte","0","418531","418531","244990","244990"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Asuntos económicos n.c.d","0","25000","25000","2700","2700"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Ordenación de Aguas Residuales","75000","-65000","10000","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Protección Ambiental n.c.d","343200","-124500","218700","218700","218700"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Abastecimiento de Agua","198600","-102810","95790","95789","95789"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Salud n.c.d","0","25000","25000","22950","22950"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Servicios Deportivos y de Recreación","300000","-300000","0","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","0","910986","910986","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Educación Preprimaria y Primaria","11700","0","11700","3000","3000"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Educación Media","870000","0","870000","870000","870000"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Educación n.c.d","0","10000","10000","3500","3500"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Edad  Avanzada","0","0","0","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Protección Social n.c.d","0","25000","25000","24220","24220"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Intereses y Comisiones de la Deuda Pública","764","0","764","764","764"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2016","Amortizaciones de la Deuda Pública","83380","0","83380","83379","83379"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2017","NA","300000","0","300000","300000","300000"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2017","Servicios Generales","0","0","0","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2017","Investigación y Desarrollo Relacionados con los  Servicios Públicos Generales","7150","0","7150","7150","7150"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2017","Orden Público y Seguridad Ciudadana  n.c.d","0","90000","90000","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2017","Asuntos Económicos, Comerciales y Laborales en General","0","15000","15000","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2017","Investigación y desarrollo relacionados con la Protección Ambiental","133200","52000","185200","183500","183500"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2017","Servicios de Salud Pública","120000","0","120000","74500","74500"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2018","Otras Actividades Económicas y Financieras","986500","474841","1461341","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2018","Alumbrado Público","40800","0","40800","40800","40800"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2019","Ordenación de Desechos","900000","0","900000","0","0"
"605","SAN RAFAEL LAS FLORES","6","SANTA ROSA","2019","Protección de la Diversidad Biológica y del Paisaje","20400","0","20400","17000","17000"
"606","ORATORIO","6","SANTA ROSA","2016","NA","20600","-20600","0","0","0"
"606","ORATORIO","6","SANTA ROSA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","200000","-71000","129000","115472","115472"
"606","ORATORIO","6","SANTA ROSA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","100000","110727","210727","209273","209273"
"606","ORATORIO","6","SANTA ROSA","2016","Servicios Generales","0","3500","3500","0","0"
"606","ORATORIO","6","SANTA ROSA","2016","Investigación y Desarrollo Relacionados con los  Servicios Públicos Generales","0","10000","10000","10000","10000"
"606","ORATORIO","6","SANTA ROSA","2016","Asuntos Económicos, Comerciales y Laborales en General","50000","0","50000","0","0"
"606","ORATORIO","6","SANTA ROSA","2016","Transporte","73260","0","73260","73260","73260"
"606","ORATORIO","6","SANTA ROSA","2016","Ordenación de Desechos","0","750","750","750","750"
"606","ORATORIO","6","SANTA ROSA","2016","Ordenación de Aguas Residuales","0","24400","24400","24400","24400"
"606","ORATORIO","6","SANTA ROSA","2016","Desarrollo Comunitario","20000","-8000","12000","1680","1680"
"606","ORATORIO","6","SANTA ROSA","2016","Abastecimiento de Agua","0","56200","56200","50783","50783"
"606","ORATORIO","6","SANTA ROSA","2016","Alumbrado Público","0","12500","12500","12500","12500"
"606","ORATORIO","6","SANTA ROSA","2016","Urbanización y Servicios Comunitarios n.c.d","0","3000","3000","3000","3000"
"606","ORATORIO","6","SANTA ROSA","2016","Servicios de Salud Pública","0","9500","9500","7540","7540"
"606","ORATORIO","6","SANTA ROSA","2016","Servicios Deportivos y de Recreación","0","750","750","750","750"
"606","ORATORIO","6","SANTA ROSA","2016","Servicios Culturales","0","4500","4500","4500","4500"
"606","ORATORIO","6","SANTA ROSA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","0","30000","30000","0","0"
"606","ORATORIO","6","SANTA ROSA","2016","Educación Preprimaria y Primaria","0","5500","5500","5500","5500"
"606","ORATORIO","6","SANTA ROSA","2016","Educación Media","0","0","0","0","0"
"606","ORATORIO","6","SANTA ROSA","2016","Educación no Atribuible a Ningún Nivel Escolarizado","0","18500","18500","13500","13500"
"606","ORATORIO","6","SANTA ROSA","2016","Servicios Auxiliares de la Educación","125000","25080","150080","150070","150070"
"606","ORATORIO","6","SANTA ROSA","2016","Protección Social n.c.d","0","0","0","0","0"
"606","ORATORIO","6","SANTA ROSA","2017","Salud n.c.d","0","0","0","0","0"
"606","ORATORIO","6","SANTA ROSA","2017","Servicios de Radio, Televisión y Servicios Editoriales","48000","-21000","27000","26750","26750"
"606","ORATORIO","6","SANTA ROSA","2017","Educación n.c.d","3000","-1250","1750","750","750"
"606","ORATORIO","6","SANTA ROSA","2017","Edad  Avanzada","0","3224","3224","3224","3224"
"606","ORATORIO","6","SANTA ROSA","2017","Intereses y Comisiones de la Deuda Pública","0","10175","10175","10175","10175"
"606","ORATORIO","6","SANTA ROSA","2017","Amortizaciones de la Deuda Pública","0","30416","30416","30416","30416"
"606","ORATORIO","6","SANTA ROSA","2018","Agricultura, Producción Pecuaria, Silvicultura, Caza y Pesca","0","45000","45000","44950","44950"
"606","ORATORIO","6","SANTA ROSA","2018","Vivienda","10000","-7000","3000","0","0"
"606","ORATORIO","6","SANTA ROSA","2019","Reducción de la Contaminación","152000","34879","186879","186870","186870"
"606","ORATORIO","6","SANTA ROSA","2019","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","1019","1019","0","0"
"606","ORATORIO","6","SANTA ROSA","2019","Investigación y Desarrollo Relacionados con la Educación","0","66900","66900","66855","66855"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","266000","-57606","208394","171000","171000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","24000","60000","84000","84000","84000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Servicios Generales","72000","14000","86000","86000","86000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Transporte","150000","-150000","0","0","0"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Comunicaciones","3500","0","3500","0","0"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Ordenación de Desechos","60000","0","60000","60000","60000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Ordenación de Aguas Residuales","100000","0","100000","74000","74000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Protección de la Diversidad Biológica y del Paisaje","100000","0","100000","100000","100000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Urbanización","48000","0","48000","40000","40000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Abastecimiento de Agua","66600","0","66600","60000","60000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Alumbrado Público","150000","0","150000","0","0"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Servicios de Salud Pública","0","9500","9500","9500","9500"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Servicios Deportivos y de Recreación","90600","-6000","84600","84000","84000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Educación Preprimaria y Primaria","30000","13500","43500","43500","43500"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Educación Media","77000","5500","82500","82500","82500"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Educación n.c.d","22000","8250","30250","30250","30250"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Edad  Avanzada","71700","0","71700","68400","68400"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2016","Familia e Hijos","95500","12000","107500","105000","105000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2017","NA","5500","0","5500","2750","2750"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2017","Asuntos Económicos, Comerciales y Laborales en General","48000","0","48000","32000","32000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2017","Combustibles y Energía","0","89910","89910","89910","89910"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2017","Urbanización y Servicios Comunitarios n.c.d","66000","0","66000","66000","66000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2017","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","450000","-95900","354100","0","0"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2017","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","3017","3017","3016","3016"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Investigación Básica","0","0","0","0","0"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Servicios Públicos Generales n.c.d","0","30000","30000","27900","27900"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Servicios de Policía y Seguridad Ciudadana","0","25000","25000","24180","24180"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Orden Público y Seguridad Ciudadana  n.c.d","0","50000","50000","43530","43530"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Gestión para la Reducción de Riesgos a Desastres","0","10070","10070","7908","7908"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Otras Actividades Económicas y Financieras","0","9545","9545","7980","7980"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Asuntos económicos n.c.d","0","5130","5130","3420","3420"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Reducción de la Contaminación","0","0","0","0","0"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Investigación y desarrollo relacionados con la protección ambiental","0","1800","1800","1800","1800"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Protección Ambiental n.c.d","0","13200","13200","12000","12000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Desarrollo Comunitario","115500","2850","118350","116850","116850"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Servicios para Pacientes Externos","84000","-50800","33200","32900","32900"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Investigación y Desarrollo Relacionados con la Salud","0","20000","20000","20000","20000"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Salud n.c.d","0","3000","3000","1750","1750"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2018","Investigación y Desarrollo Relacionados con la Educación","150000","0","150000","0","0"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2019","Productos, Útiles y Equipos Médicos","60000","0","60000","56400","56400"
"607","SAN JUAN TECUACO","6","SANTA ROSA","2019","Servicios Auxiliares de la Educación","50000","-19900","30100","30100","30100"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","56000","-56000","0","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","218000","-40500","177500","177500","177500"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Servicios Generales","70000","0","70000","62882","62882"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Investigación y Desarrollo Relacionados con los  Servicios Públicos Generales","0","1500","1500","1500","1500"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Servicios Públicos Generales n.c.d","83000","31000","114000","114000","114000"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Servicios de Policía y Seguridad Ciudadana","10500","0","10500","4313","4313"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Administración de Justicia","3000","0","3000","2875","2875"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Asuntos Económicos, Comerciales y Laborales en General","0","146780","146780","143587","143587"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Transporte","9000","0","9000","5750","5750"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Ordenación de Aguas Residuales","400000","-400000","0","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Reducción de la Contaminación","15084","2497","17581","14982","14982"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Protección Ambiental n.c.d","18000","0","18000","9988","9988"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Urbanización","0","5000","5000","4855","4855"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Abastecimiento de Agua","6000","0","6000","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Alumbrado Público","1500","29750","31250","14500","14500"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Urbanización y Servicios Comunitarios n.c.d","3000","0","3000","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Salud n.c.d","0","0","0","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","0","69329","69329","67926","67926"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Investigación y Desarrollo Relacionados con la Educación","0","150","150","80","80"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Educación n.c.d","16722","0","16722","2894","2894"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Edad  Avanzada","180000","71000","251000","247733","247733"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Protección Social n.c.d","1500","0","1500","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Intereses y Comisiones de la Deuda Pública","1400000","-497824","902176","902174","902174"
"608","CHIQUIMULILLA","6","SANTA ROSA","2016","Amortizaciones de la Deuda Pública","1916000","402390","2318390","2303209","2303209"
"608","CHIQUIMULILLA","6","SANTA ROSA","2017","NA","50000","20086","70086","66215","66215"
"608","CHIQUIMULILLA","6","SANTA ROSA","2017","Ordenación de Desechos","3000","0","3000","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2017","Servicios Culturales","0","87000","87000","83100","83100"
"608","CHIQUIMULILLA","6","SANTA ROSA","2017","Educación Preprimaria y Primaria","13360","-13300","60","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Gestión para la Reducción de Riesgos a Desastres","0","617481","617481","616581","616581"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Atención a Desastres  y Gestión de Riesgos  n.c.d","0","1000","1000","1000","1000"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Agricultura, Producción Pecuaria, Silvicultura, Caza y Pesca","25000","135000","160000","160000","160000"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Comunicaciones","31719","-24106","7612","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Protección de la Diversidad Biológica y del Paisaje","2200000","-2053799","146201","145717","145717"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Investigación y desarrollo relacionados con la protección ambiental","0","7000","7000","7000","7000"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Productos, Útiles y Equipos Médicos","1500","250","1750","1750","1750"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Servicios Deportivos y de Recreación","1500","0","1500","0","0"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","1848400","1848400","537884","537884"
"608","CHIQUIMULILLA","6","SANTA ROSA","2018","Familia e Hijos","1500","3500","5000","2500","2500"
"608","CHIQUIMULILLA","6","SANTA ROSA","2019","Educación Media","0","1000","1000","0","0"
"609","TAXISCO","6","SANTA ROSA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","300000","41375","341375","339931","339931"
"609","TAXISCO","6","SANTA ROSA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","0","1000","1000","417","417"
"609","TAXISCO","6","SANTA ROSA","2016","Servicios Generales","55000","50125","105125","99209","99209"
"609","TAXISCO","6","SANTA ROSA","2016","Servicios de Policía y Seguridad Ciudadana","250000","-206500","43500","43500","43500"
"609","TAXISCO","6","SANTA ROSA","2016","Administración de Justicia","0","43500","43500","43500","43500"
"609","TAXISCO","6","SANTA ROSA","2016","Servicios de Prevención y Control de Incendios, y Servicios de Rescate y Auxilio","15000","-15000","0","0","0"
"609","TAXISCO","6","SANTA ROSA","2016","Combustibles y Energía","0","20000","20000","20000","20000"
"609","TAXISCO","6","SANTA ROSA","2016","Transporte","50000","-50000","0","0","0"
"609","TAXISCO","6","SANTA ROSA","2016","Ordenación de Desechos","150000","-147720","2280","2280","2280"
"609","TAXISCO","6","SANTA ROSA","2016","Ordenación de Aguas Residuales","98270","-90000","8270","2600","2600"
"609","TAXISCO","6","SANTA ROSA","2016","Reducción de la Contaminación","250000","-250000","0","0","0"
"609","TAXISCO","6","SANTA ROSA","2016","Protección de la Diversidad Biológica y del Paisaje","0","20000","20000","20000","20000"
"609","TAXISCO","6","SANTA ROSA","2016","Urbanización","0","10000","10000","7200","7200"
"609","TAXISCO","6","SANTA ROSA","2016","Desarrollo Comunitario","5000","0","5000","0","0"
"609","TAXISCO","6","SANTA ROSA","2016","Abastecimiento de Agua","0","110167","110167","110166","110166"
"609","TAXISCO","6","SANTA ROSA","2016","Alumbrado Público","0","25000","25000","15000","15000"
"609","TAXISCO","6","SANTA ROSA","2016","Servicios de Salud Pública","0","5000","5000","900","900"
"609","TAXISCO","6","SANTA ROSA","2016","Servicios Deportivos y de Recreación","24000","0","24000","7500","7500"
"609","TAXISCO","6","SANTA ROSA","2016","Servicios Culturales","0","89999","89999","89999","89999"
"609","TAXISCO","6","SANTA ROSA","2016","Educación Preprimaria y Primaria","0","1000","1000","0","0"
"609","TAXISCO","6","SANTA ROSA","2016","Educación n.c.d","0","20000","20000","11500","11500"
"609","TAXISCO","6","SANTA ROSA","2016","Familia e Hijos","15000","-8689","6311","1564","1564"
"609","TAXISCO","6","SANTA ROSA","2016","Otros Riesgos de Exclusión Social","0","25000","25000","21950","21950"
"609","TAXISCO","6","SANTA ROSA","2016","Intereses y Comisiones de la Deuda Pública","61600","0","61600","28040","28040"
"609","TAXISCO","6","SANTA ROSA","2016","Amortizaciones de la Deuda Pública","300000","44000","344000","344000","344000"
"609","TAXISCO","6","SANTA ROSA","2017","Servicios Públicos Generales n.c.d","0","0","0","0","0"
"609","TAXISCO","6","SANTA ROSA","2017","Defensa Civil","75000","-67771","7229","0","0"
"609","TAXISCO","6","SANTA ROSA","2017","Protección Ambiental n.c.d","0","467350","467350","457290","457290"
"609","TAXISCO","6","SANTA ROSA","2017","Urbanización y Servicios Comunitarios n.c.d","0","49900","49900","49900","49900"
"609","TAXISCO","6","SANTA ROSA","2017","Salud n.c.d","0","10552","10552","13032","13032"
"609","TAXISCO","6","SANTA ROSA","2017","Servicios de Radio, Televisión y Servicios Editoriales","0","11100","11100","5522","5522"
"609","TAXISCO","6","SANTA ROSA","2017","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","0","136100","136100","89110","89110"
"609","TAXISCO","6","SANTA ROSA","2017","Educación Media","200000","-190146","9854","0","0"
"609","TAXISCO","6","SANTA ROSA","2018","NA","0","18400","18400","18400","18400"
"609","TAXISCO","6","SANTA ROSA","2018","Ayuda Económica Exterior","0","5700","5700","5700","5700"
"609","TAXISCO","6","SANTA ROSA","2018","Otras Actividades Económicas y Financieras","0","661800","661800","0","0"
"609","TAXISCO","6","SANTA ROSA","2018","Investigación y Desarrollo Relacionados con el  Esparcimiento,  Cultura y Religión","0","0","0","0","0"
"609","TAXISCO","6","SANTA ROSA","2018","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","0","0","0","0"
"609","TAXISCO","6","SANTA ROSA","2018","Educación no Atribuible a Ningún Nivel Escolarizado","0","21000","21000","20732","20732"
"609","TAXISCO","6","SANTA ROSA","2019","Protección Social n.c.d","26200","0","26200","21000","21000"
"610","SANTA MARÍA IXHUATÁN","6","SANTA ROSA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","0","0","0","0","0"
"610","SANTA MARÍA IXHUATÁN","6","SANTA ROSA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","0","7000","7000","7000","7000"
