"codigo_municipal", "municipio", "codigo_departamental", "departamento", "ejercicio", "funcion", "asignado", "modificado", "vigente", "devengado", "pagado"
"101","GUATEMALA","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","1226400","42800","1269200","1223906","1223906"
"101","GUATEMALA","1","GUATEMALA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","6408600","192700","6601300","6067622","6067622"
"101","GUATEMALA","1","GUATEMALA","2016","Ayuda Económica Exterior","76500","750","77250","59625","59625"
"101","GUATEMALA","1","GUATEMALA","2016","Servicios Generales","5028300","-101600","4926700","4759206","4759206"
"101","GUATEMALA","1","GUATEMALA","2016","Servicios Públicos Generales n.c.d","2568000","-9700","2558300","2530239","2530239"
"101","GUATEMALA","1","GUATEMALA","2016","Servicios de Policía y Seguridad Ciudadana","33281400","-654600","32626800","32283068","32283068"
"101","GUATEMALA","1","GUATEMALA","2016","Administración de Justicia","1597800","0","1597800","1518015","1518015"
"101","GUATEMALA","1","GUATEMALA","2016","Servicios de Prevención y Control de Incendios, y Servicios de Rescate y Auxilio","4948800","-200","4948600","4628733","4628733"
"101","GUATEMALA","1","GUATEMALA","2016","Gestión para la Reducción de Riesgos a Desastres","8800000","0","8800000","0","0"
"101","GUATEMALA","1","GUATEMALA","2016","Minería, Manufacturas y Construcción","456000","495175","951175","673549","673549"
"101","GUATEMALA","1","GUATEMALA","2016","Transporte","422400","0","422400","369689","369689"
"101","GUATEMALA","1","GUATEMALA","2016","Otras Actividades Económicas y Financieras","4984200","-221400","4762800","4411896","4411896"
"101","GUATEMALA","1","GUATEMALA","2016","Asuntos económicos n.c.d","12000","14000","26000","26000","26000"
"101","GUATEMALA","1","GUATEMALA","2016","Ordenación de Desechos","0","155000","155000","89500","89500"
"101","GUATEMALA","1","GUATEMALA","2016","Protección Ambiental n.c.d","69367900","5100000","74467900","74387962","64387962"
"101","GUATEMALA","1","GUATEMALA","2016","Urbanización","0","36580","36580","0","0"
"101","GUATEMALA","1","GUATEMALA","2016","Alumbrado Público","132000000","0","132000000","111558669","111558669"
"101","GUATEMALA","1","GUATEMALA","2016","Urbanización y Servicios Comunitarios n.c.d","500000","700000","1200000","1107653","1028519"
"101","GUATEMALA","1","GUATEMALA","2016","Servicios Hospitalarios","2082600","-900","2081700","1803710","1803710"
"101","GUATEMALA","1","GUATEMALA","2016","Servicios Culturales","2718000","139300","2857300","2806827","2806827"
"101","GUATEMALA","1","GUATEMALA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","187200","0","187200","92450","92450"
"101","GUATEMALA","1","GUATEMALA","2016","Educación Media","0","198800","198800","190960","190960"
"101","GUATEMALA","1","GUATEMALA","2016","Educación no Atribuible a Ningún Nivel Escolarizado","0","0","0","0","0"
"101","GUATEMALA","1","GUATEMALA","2016","Educación n.c.d","500000","0","500000","500000","500000"
"101","GUATEMALA","1","GUATEMALA","2016","Enfermedad, Funcionamiento Corporal y Discapacidad","0","5000","5000","4500","4500"
"101","GUATEMALA","1","GUATEMALA","2016","Edad  Avanzada","5388000","-16000","5372000","4522058","4522058"
"101","GUATEMALA","1","GUATEMALA","2016","Familia e Hijos","7250400","-10270","7240130","7004685","7004685"
"101","GUATEMALA","1","GUATEMALA","2016","Desempleo","120000","94000","214000","180000","180000"
"101","GUATEMALA","1","GUATEMALA","2016","Protección Social n.c.d","820000","0","820000","820000","820000"
"101","GUATEMALA","1","GUATEMALA","2016","Intereses y Comisiones de la Deuda Pública","5000000","-285000","4715000","0","0"
"101","GUATEMALA","1","GUATEMALA","2016","Amortizaciones de la Deuda Pública","8800000","285000","9085000","9067128","9067128"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","815000","0","815000","647000","647000"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Servicios Generales","350000","0","350000","225622","225622"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Servicios Públicos Generales n.c.d","160000","0","160000","129488","129488"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Servicios de Policía y Seguridad Ciudadana","98000","0","98000","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Asuntos Económicos, Comerciales y Laborales en General","288000","0","288000","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Transporte","1000000","0","1000000","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Ordenación de Desechos","450000","-250000","200000","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Ordenación de Aguas Residuales","144000","0","144000","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Protección Ambiental n.c.d","30000","0","30000","30000","30000"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Abastecimiento de Agua","0","140000","140000","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Alumbrado Público","1220000","0","1220000","980540","980540"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Salud n.c.d","330000","20000","350000","326760","326760"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Servicios Deportivos y de Recreación","0","100000","100000","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Servicios Culturales","350000","0","350000","348478","348478"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Investigación y Desarrollo Relacionados con el  Esparcimiento,  Cultura y Religión","150000","-100000","50000","31715","31715"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","378000","24000","402000","380373","380373"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Educación Preprimaria y Primaria","0","3929602","3929602","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Educación Media","150000","0","150000","107800","107800"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2016","Educación n.c.d","192000","0","192000","157500","157500"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2018","NA","5000","-5000","0","0","0"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2018","Gestión para la Reducción de Riesgos a Desastres","306000","-8000","298000","236432","236432"
"102","SANTA CATARINA PINULA","1","GUATEMALA","2019","Administración Fiscal, Monetaria y Servicios de Fiscalización","145200","0","145200","145200","145200"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","NA","3000","0","3000","0","0"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","46500","-46500","0","0","0"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","135900","0","135900","135800","135800"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Servicios Generales","192000","0","192000","192000","192000"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Servicios Públicos Generales n.c.d","0","447452","447452","275854","275854"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Servicios de Policía y Seguridad Ciudadana","0","2800","2800","2800","2800"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Administración de Asuntos Penitenciarios","500","21900","22400","21665","21665"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Transporte","0","24450","24450","24450","24450"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Reducción de la Contaminación","0","0","0","0","0"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Protección de la Diversidad Biológica y del Paisaje","21000","-14000","7000","7000","7000"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Protección Ambiental n.c.d","0","12500","12500","4434","4434"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Urbanización","0","180000","180000","72578","72578"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Desarrollo Comunitario","250000","5535","255535","255534","255534"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Abastecimiento de Agua","111000","17000","128000","127500","127500"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Urbanización y Servicios Comunitarios n.c.d","5500000","-183413","5316587","4416560","4416560"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Servicios de Salud Pública","0","11024","11024","11024","11024"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Salud n.c.d","1000","0","1000","331","331"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","0","20000","20000","19999","19999"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Educación Preprimaria y Primaria","0","88","88","0","0"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Educación n.c.d","706000","0","706000","671204","671204"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2016","Protección Social n.c.d","60000","-14250","45750","45750","45750"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2017","Ordenación de Aguas Residuales","0","1500000","1500000","0","0"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2018","Servicios Deportivos y de Recreación","50000","19329","69329","0","0"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2019","Ordenación de Desechos","0","646140","646140","645833","645833"
"103","SAN JOSÉ PINULA","1","GUATEMALA","2019","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","539490","539490","517470","517470"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","NA","0","15000","15000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","1000000","-62162","937838","924054","924054"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","0","150000","150000","141909","141909"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Servicios Generales","10000","-3500","6500","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Transporte","1094500","0","1094500","947428","947428"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Ordenación de Desechos","25000","7464","32464","32464","32464"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Ordenación de Aguas Residuales","300000","0","300000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Reducción de la Contaminación","622000","0","622000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Urbanización","200000","-200000","0","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Desarrollo Comunitario","1000000","0","1000000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Abastecimiento de Agua","350000","43021","393021","393020","393020"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Alumbrado Público","688522","-45406","643116","643116","643116"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Servicios Deportivos y de Recreación","250000","0","250000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Servicios Culturales","500000","0","500000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Educación Preprimaria y Primaria","750000","183284","933284","894083","894083"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Educación Media","0","796875","796875","796875","796875"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Familia e Hijos","590000","-590000","0","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Vivienda","450000","0","450000","440285","440285"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Intereses y Comisiones de la Deuda Pública","550000","180000","730000","718881","718881"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2016","Amortizaciones de la Deuda Pública","520000","-180000","340000","43260","43260"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2017","Servicios Públicos Generales n.c.d","800000","0","800000","699588","699588"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2017","Agricultura, Producción Pecuaria, Silvicultura, Caza y Pesca","250000","0","250000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2017","Protección Ambiental n.c.d","195912","0","195912","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2017","Urbanización y Servicios Comunitarios n.c.d","883525","0","883525","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2017","Salud n.c.d","0","6000","6000","5350","5350"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2017","Educación n.c.d","0","51966","51966","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2017","Protección Social n.c.d","50500","0","50500","30460","30460"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2018","Servicios de Policía y Seguridad Ciudadana","30000","0","30000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2018","Gestión para la Reducción de Riesgos a Desastres","896500","0","896500","891417","891417"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2018","Protección de la Diversidad Biológica y del Paisaje","890000","0","890000","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2018","Servicios de Salud Pública","276000","-2400","273600","163200","163200"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2018","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","217284","0","217284","136138","136138"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2018","Investigación y Desarrollo Relacionados con la Educación","130247","0","130247","0","0"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2019","Asuntos Económicos, Comerciales y Laborales en General","0","1494280","1494280","1494280","1494280"
"104","SAN JOSÉ DEL GOLFO","1","GUATEMALA","2019","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","51966","51966","0","0"
"105","PALENCIA","1","GUATEMALA","2016","NA","150000","86000","236000","42750","42750"
"105","PALENCIA","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","225000","166500","391500","391500","391500"
"105","PALENCIA","1","GUATEMALA","2016","Defensa Civil","3000","0","3000","0","0"
"105","PALENCIA","1","GUATEMALA","2016","Servicios de Prevención y Control de Incendios, y Servicios de Rescate y Auxilio","80000","-6138","73862","73862","73862"
"105","PALENCIA","1","GUATEMALA","2016","Transporte","150000","-25000","125000","123736","123736"
"105","PALENCIA","1","GUATEMALA","2016","Ordenación de Aguas Residuales","42000","0","42000","42000","42000"
"105","PALENCIA","1","GUATEMALA","2016","Protección de la Diversidad Biológica y del Paisaje","70000","-34000","36000","35902","35902"
"105","PALENCIA","1","GUATEMALA","2016","Desarrollo Comunitario","200000","0","200000","199538","199538"
"105","PALENCIA","1","GUATEMALA","2016","Abastecimiento de Agua","0","105010","105010","104823","104823"
"105","PALENCIA","1","GUATEMALA","2016","Alumbrado Público","0","197499","197499","197498","197498"
"105","PALENCIA","1","GUATEMALA","2016","Salud n.c.d","25000","-20000","5000","4994","4994"
"105","PALENCIA","1","GUATEMALA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","0","0","0","0","0"
"105","PALENCIA","1","GUATEMALA","2016","Educación no Atribuible a Ningún Nivel Escolarizado","180000","-174400","5600","5600","5600"
"105","PALENCIA","1","GUATEMALA","2016","Educación n.c.d","19859","-19859","0","0","0"
"105","PALENCIA","1","GUATEMALA","2016","Protección Social n.c.d","32000","21275","53275","53274","53274"
"105","PALENCIA","1","GUATEMALA","2017","Atención a Desastres  y Gestión de Riesgos  n.c.d","0","896","896","896","896"
"105","PALENCIA","1","GUATEMALA","2017","Protección Ambiental n.c.d","15000","-15000","0","0","0"
"105","PALENCIA","1","GUATEMALA","2018","Administración Fiscal, Monetaria y Servicios de Fiscalización","0","5250","5250","5250","5250"
"105","PALENCIA","1","GUATEMALA","2018","Servicios de Salud Pública","0","895000","895000","834467","834467"
"105","PALENCIA","1","GUATEMALA","2018","Educación Preprimaria y Primaria","0","3750","3750","3750","3750"
"105","PALENCIA","1","GUATEMALA","2018","Educación Postmedia Básica y Diversificado no Universitaria o Superior","0","408495","408495","407706","407706"
"105","PALENCIA","1","GUATEMALA","2018","Investigación y Desarrollo Relacionados con la Protección Social","2600","-200","2400","2400","2400"
"105","PALENCIA","1","GUATEMALA","2019","Gestión para la Reducción de Riesgos a Desastres","0","1000","1000","550","550"
"105","PALENCIA","1","GUATEMALA","2019","Servicios Deportivos y de Recreación","0","5881","5881","0","0"
"105","PALENCIA","1","GUATEMALA","2019","Investigación y Desarrollo Relacionados con el  Esparcimiento,  Cultura y Religión","5000","1000","6000","5897","5897"
"106","CHINAUTLA","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","313000","0","313000","313000","313000"
"106","CHINAUTLA","1","GUATEMALA","2016","Servicios Generales","28000","0","28000","26191","26191"
"106","CHINAUTLA","1","GUATEMALA","2016","Servicios de Policía y Seguridad Ciudadana","372000","0","372000","341106","341106"
"106","CHINAUTLA","1","GUATEMALA","2016","Gestión para la Reducción de Riesgos a Desastres","0","14000","14000","14000","14000"
"106","CHINAUTLA","1","GUATEMALA","2016","Transporte","0","5000","5000","1800","1800"
"106","CHINAUTLA","1","GUATEMALA","2016","Ordenación de Desechos","300000","0","300000","300000","300000"
"106","CHINAUTLA","1","GUATEMALA","2016","Ordenación de Aguas Residuales","0","669","669","0","0"
"106","CHINAUTLA","1","GUATEMALA","2016","Desarrollo Comunitario","425000","0","425000","0","0"
"106","CHINAUTLA","1","GUATEMALA","2016","Abastecimiento de Agua","480000","0","480000","480000","480000"
"106","CHINAUTLA","1","GUATEMALA","2016","Alumbrado Público","2974272","0","2974272","2878648","2878648"
"106","CHINAUTLA","1","GUATEMALA","2016","Servicios de Salud Pública","125000","0","125000","118393","118393"
"106","CHINAUTLA","1","GUATEMALA","2016","Servicios Deportivos y de Recreación","400000","3873","403873","403872","403872"
"106","CHINAUTLA","1","GUATEMALA","2016","Servicios Culturales","0","500","500","500","500"
"106","CHINAUTLA","1","GUATEMALA","2016","Educación Preprimaria y Primaria","0","65100","65100","65100","65100"
"106","CHINAUTLA","1","GUATEMALA","2016","Educación Media","9000","0","9000","8398","8398"
"106","CHINAUTLA","1","GUATEMALA","2016","Familia e Hijos","30000","26675","56675","56675","56675"
"106","CHINAUTLA","1","GUATEMALA","2016","Vivienda","0","15000","15000","6776","6776"
"106","CHINAUTLA","1","GUATEMALA","2017","Administración Fiscal, Monetaria y Servicios de Fiscalización","150000","0","150000","150000","150000"
"106","CHINAUTLA","1","GUATEMALA","2017","Servicios Públicos Generales n.c.d","0","612","612","0","0"
"106","CHINAUTLA","1","GUATEMALA","2017","Orden Público y Seguridad Ciudadana  n.c.d","0","1000","1000","640","640"
"106","CHINAUTLA","1","GUATEMALA","2017","Asuntos Económicos, Comerciales y Laborales en General","30000","6000","36000","32256","32256"
"106","CHINAUTLA","1","GUATEMALA","2017","Agricultura, Producción Pecuaria, Silvicultura, Caza y Pesca","0","15000","15000","0","0"
"106","CHINAUTLA","1","GUATEMALA","2017","Reducción de la Contaminación","0","88399","88399","88398","88398"
"106","CHINAUTLA","1","GUATEMALA","2017","Productos, Útiles y Equipos Médicos","20000","0","20000","3293","3293"
"106","CHINAUTLA","1","GUATEMALA","2018","Administración de Justicia","0","13216","13216","13216","13216"
"106","CHINAUTLA","1","GUATEMALA","2018","Defensoría Pública Penal y de los Derechos Humanos","7500","-4000","3500","2440","2440"
"106","CHINAUTLA","1","GUATEMALA","2018","Urbanización","450000","-450000","0","0","0"
"106","CHINAUTLA","1","GUATEMALA","2018","Salud n.c.d","15000","0","15000","6769","6769"
"106","CHINAUTLA","1","GUATEMALA","2018","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","0","12000","12000","3000","3000"
"106","CHINAUTLA","1","GUATEMALA","2018","Educación n.c.d","30000","0","30000","8062","8062"
"106","CHINAUTLA","1","GUATEMALA","2019","NA","0","7000","7000","0","0"
"106","CHINAUTLA","1","GUATEMALA","2019","Protección Ambiental n.c.d","0","12384","12384","12384","12384"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","580000","486000","1066000","1036000","1036000"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","30000","-964","29036","28916","28916"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Transporte","100000","-100000","0","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Urbanización","0","250000","250000","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Desarrollo Comunitario","0","666859","666859","666858","666858"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Abastecimiento de Agua","0","229897","229897","229896","229896"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Urbanización y Servicios Comunitarios n.c.d","0","1600000","1600000","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Servicios de Salud Pública","0","1940000","1940000","1345365","1345365"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Servicios Deportivos y de Recreación","0","3750000","3750000","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Educación Preprimaria y Primaria","0","18500","18500","18500","18500"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Intereses y Comisiones de la Deuda Pública","991643","79255","1070898","1062156","1062156"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2016","Amortizaciones de la Deuda Pública","2504167","-234400","2269767","1982997","1982997"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Defensa Civil","0","2800","2800","2780","2780"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Servicios de Policía y Seguridad Ciudadana","31500","-11719","19781","19781","19781"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Reducción de la Contaminación","24000","-137","23863","23863","23863"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Salud n.c.d","0","24900","24900","24900","24900"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Servicios Culturales","0","12600","12600","12600","12600"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Educación Media","0","1995000","1995000","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Educación no Atribuible a Ningún Nivel Escolarizado","66000","-34452","31548","31547","31547"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2017","Edad  Avanzada","31500","-9354","22146","22145","22145"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Servicios Generales","0","5","5","5","5"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Investigación y Desarrollo Relacionados con los  Servicios Públicos Generales","0","31000","31000","30750","30750"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Servicios Públicos Generales n.c.d","0","375332","375332","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Defensoría Pública Penal y de los Derechos Humanos","162912","-51850","111062","105000","105000"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Asuntos Económicos, Comerciales y Laborales en General","0","3000","3000","2697","2697"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Combustibles y Energía","8000","2638","10638","10400","10400"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Comunicaciones","30000","0","30000","16480","16480"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Otras Actividades Económicas y Financieras","600","0","600","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Ordenación de Aguas Residuales","39000","-24210","14790","14790","14790"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Investigación y Desarrollo Relacionados con Urbanización y Servicios Comunitarios","0","26880","26880","17960","17960"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Productos, Útiles y Equipos Médicos","0","6000","6000","3900","3900"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Servicios de Radio, Televisión y Servicios Editoriales","120000","-25000","95000","92885","92885"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","4750","5000","9750","9721","9721"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Educación Postmedia Básica y Diversificado no Universitaria o Superior","11573","-940","10633","10063","10063"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Servicios Auxiliares de la Educación","0","30000","30000","16627","16627"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Familia e Hijos","26000","-6000","20000","15280","15280"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2018","Protección Social n.c.d","0","0","0","0","0"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2019","Ordenación de Desechos","112120","0","112120","106952","106952"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2019","Protección de la Diversidad Biológica y del Paisaje","69360","0","69360","65816","65816"
"107","SAN PEDRO AYAMPUC","1","GUATEMALA","2019","Investigación y Desarrollo Relacionados con la Educación","104040","0","104040","98725","98725"
"108","MIXCO","1","GUATEMALA","2016","Administración Legislativa, Ejecutiva y Asuntos Exteriores","1445140","0","1445140","1442564","1442564"
"108","MIXCO","1","GUATEMALA","2016","Administración Fiscal, Monetaria y Servicios de Fiscalización","168890","-168890","0","0","0"
"108","MIXCO","1","GUATEMALA","2016","Servicios Generales","39550","0","39550","37531","37531"
"108","MIXCO","1","GUATEMALA","2016","Servicios Públicos Generales n.c.d","514595","-450000","64595","48150","48150"
"108","MIXCO","1","GUATEMALA","2016","Servicios de Policía y Seguridad Ciudadana","703289","-675000","28289","28262","28262"
"108","MIXCO","1","GUATEMALA","2016","Administración de Justicia","56255","0","56255","56135","56135"
"108","MIXCO","1","GUATEMALA","2016","Orden Público y Seguridad Ciudadana  n.c.d","75375","-60000","15375","11000","11000"
"108","MIXCO","1","GUATEMALA","2016","Transporte","432295","0","432295","266904","266904"
"108","MIXCO","1","GUATEMALA","2016","Ordenación de Desechos","290385","0","290385","214550","214550"
"108","MIXCO","1","GUATEMALA","2016","Ordenación de Aguas Residuales","500000","0","500000","0","0"
"108","MIXCO","1","GUATEMALA","2016","Desarrollo Comunitario","0","372578","372578","368324","368324"
"108","MIXCO","1","GUATEMALA","2016","Abastecimiento de Agua","720555","0","720555","716355","716355"
"108","MIXCO","1","GUATEMALA","2016","Alumbrado Público","3300","0","3300","3275","3275"
"108","MIXCO","1","GUATEMALA","2016","Investigación y Desarrollo Relacionados con la Salud","0","26192","26192","21415","21415"
"108","MIXCO","1","GUATEMALA","2016","Salud n.c.d","82570","-82570","0","0","0"
"108","MIXCO","1","GUATEMALA","2016","Actividades Deportivas, Recreativas, Cultura y Religión n.c.d","118910","-118910","0","0","0"
"108","MIXCO","1","GUATEMALA","2016","Educación no Atribuible a Ningún Nivel Escolarizado","31120","-28500","2620","0","0"
"108","MIXCO","1","GUATEMALA","2016","Enfermedad, Funcionamiento Corporal y Discapacidad","136042","0","136042","0","0"
"108","MIXCO","1","GUATEMALA","2016","Edad  Avanzada","227161","0","227161","133110","133110"
"108","MIXCO","1","GUATEMALA","2016","Protección Social n.c.d","206195","-206195","0","0","0"
"108","MIXCO","1","GUATEMALA","2016","Intereses y Comisiones de la Deuda Pública","7455","0","7455","5017","5017"
"108","MIXCO","1","GUATEMALA","2016","Amortizaciones de la Deuda Pública","647426","0","647426","647425","647425"
"108","MIXCO","1","GUATEMALA","2017","NA","1003776","0","1003776","820504","820504"
"108","MIXCO","1","GUATEMALA","2017","Asuntos Económicos, Comerciales y Laborales en General","0","4300","4300","0","0"
"108","MIXCO","1","GUATEMALA","2017","Agricultura, Producción Pecuaria, Silvicultura, Caza y Pesca","0","2200","2200","2200","2200"
